likes,talking_about_count,created_at
18884150,113876,2012-09-15 00:00:19 +0000
18890817,117338,2012-09-16 00:00:14 +0000
18897279,112322,2012-09-17 00:00:27 +0000
18902769,112133,2012-09-18 00:00:17 +0000
18907452,112133,2012-09-19 00:00:21 +0000
18912176,114590,2012-09-20 00:00:13 +0000
18914511,112751,2012-09-21 00:00:29 +0000
18917773,120127,2012-09-22 00:00:17 +0000
18921418,119301,2012-09-23 00:00:29 +0000
18924854,119301,2012-09-24 00:00:15 +0000
18927903,111358,2012-09-25 00:00:25 +0000
18929164,108741,2012-09-26 00:00:33 +0000
18928096,104510,2012-09-27 00:00:41 +0000
18927802,79295,2012-09-28 00:00:17 +0000
18928821,79295,2012-09-29 00:00:47 +0000
18929625,71502,2012-09-30 00:01:08 +0000
18933115,94146,2012-10-01 00:00:49 +0000
18931980,105202,2012-10-02 00:00:51 +0000
18936489,109956,2012-10-03 00:00:53 +0000
18943920,114410,2012-10-04 00:00:59 +0000
18951118,152849,2012-10-05 00:00:50 +0000
18958069,161196,2012-10-06 00:01:05 +0000
18965288,161196,2012-10-07 00:01:02 +0000
18971874,149184,2012-10-08 00:00:50 +0000
18977781,141937,2012-10-09 00:00:59 +0000
18983447,141937,2012-10-10 00:00:49 +0000
18990262,139775,2012-10-11 00:00:45 +0000
18997885,113960,2012-10-12 00:00:45 +0000
19007475,136231,2012-10-13 00:00:47 +0000
19023439,136231,2012-10-14 00:00:46 +0000
19037450,151177,2012-10-15 00:00:46 +0000
19047748,165246,2012-10-16 00:01:02 +0000
19057497,175612,2012-10-17 00:00:42 +0000
19065674,175612,2012-10-18 00:00:44 +0000
19073261,184354,2012-10-19 00:00:42 +0000
19080270,144860,2012-10-20 00:00:58 +0000
19091032,155241,2012-10-21 00:00:44 +0000
19099032,155241,2012-10-22 00:00:55 +0000
19106827,143547,2012-10-23 00:00:58 +0000
19121777,134422,2012-10-24 00:00:44 +0000
19136960,131474,2012-10-25 00:02:33 +0000
19146402,168508,2012-10-26 00:00:59 +0000
19155522,168508,2012-10-27 00:02:10 +0000
19163923,169117,2012-10-28 00:00:44 +0000
19174261,169117,2012-10-29 00:00:43 +0000
19184519,167913,2012-10-30 00:00:41 +0000
19194619,167913,2012-10-31 00:00:55 +0000
19207656,177861,2012-11-01 00:00:40 +0000
19224321,147284,2012-11-02 00:01:05 +0000
19240431,145636,2012-11-03 00:00:42 +0000
19251252,145636,2012-11-04 00:00:59 +0000
19263295,180317,2012-11-05 00:00:38 +0000
19294296,187104,2012-11-06 00:00:45 +0000
19317209,190143,2012-11-07 00:00:49 +0000
19387760,190143,2012-11-08 00:00:53 +0000
19410853,243704,2012-11-09 00:00:34 +0000
19419597,243704,2012-11-10 00:00:38 +0000
19429496,381200,2012-11-11 00:00:37 +0000
19438699,364395,2012-11-12 00:00:40 +0000
19445982,364395,2012-11-13 00:00:47 +0000
19450516,364395,2012-11-14 00:00:52 +0000
19456025,358327,2012-11-15 00:00:38 +0000
19462022,289779,2012-11-16 00:00:48 +0000
19467891,210507,2012-11-17 00:00:39 +0000
19476019,217862,2012-11-18 00:00:33 +0000
19484013,217862,2012-11-19 00:00:32 +0000
19491003,186060,2012-11-20 00:00:32 +0000
19608219,168118,2012-11-21 00:00:54 +0000
19682632,165669,2012-11-22 00:00:44 +0000
19695030,159481,2012-11-23 00:00:29 +0000
19706398,155414,2012-11-24 00:00:30 +0000
19719868,140449,2012-11-25 00:00:30 +0000
19733265,116549,2012-11-26 00:00:29 +0000
19744630,115245,2012-11-27 00:00:33 +0000
19755759,115245,2012-11-28 00:00:32 +0000
19766912,115245,2012-11-29 00:00:30 +0000
19778705,115245,2012-11-30 00:00:30 +0000
19791578,115245,2012-12-01 00:00:29 +0000
19804672,115245,2012-12-02 00:00:53 +0000
19817337,115245,2012-12-03 00:00:32 +0000
19829463,133024,2012-12-04 00:00:46 +0000
19841011,141114,2012-12-05 00:00:34 +0000
19853356,142749,2012-12-06 00:00:27 +0000
19865960,141215,2012-12-07 00:00:27 +0000
19878932,141215,2012-12-08 00:00:27 +0000
19891751,153894,2012-12-09 00:00:28 +0000
19904564,145023,2012-12-10 00:00:27 +0000
19916556,139629,2012-12-11 00:00:23 +0000
19926580,135401,2012-12-12 00:00:32 +0000
19937489,141232,2012-12-13 00:00:30 +0000
19948032,141232,2012-12-14 00:00:27 +0000
19961372,144001,2012-12-15 00:00:49 +0000
